node,deg
110551,37
119938,20
137320,7
137816,17
161126,14
194328,12
194453,5
198226,16
218116,3
255429,4
285542,6
304442,8
304709,4
304710,4
311294,5
3467,4
3665,1
19437,1
19485,5
21727,1
3472,1
3473,3
20657,1
3478,5
110420,24
136033,12
177387,54
181722,8
184789,5
3482,8
22302,2
54299,34
83591,5
173238,6
179011,3
244808,3
246661,1
306597,1
3484,7
15631,8
15831,7
15832,10
16027,24
16685,7
3492,1
3493,4
3859,1
6536,11
120711,1
4426,12
4427,28
4428,5
4607,16
4608,47
11393,14
11394,3
3511,1
3629,2
104356,13
113891,11
121162,3
3518,2
3520,2
10593,3
10594,3
10595,3
13848,1
3522,1
3523,6
138164,12
138165,7
139241,7
139242,10
158618,3
4092,3
5849,2
5991,3
3528,33
3650,1
4204,1
5552,20
5640,1
9642,2
9766,2
20812,1
22954,15
36397,2
48313,11
48894,23
48895,28
54576,2
54577,2
61656,22
62063,1
71035,1
78300,1
93013,13
105249,2
148161,10
154852,5
154853,17
157743,1
166573,3
181815,3
181816,3
201386,12
234595,1
29878,8
31844,4
32170,5
44447,64
48977,5
55819,16
57087,36
60427,4
62077,24
68252,13
69847,8
78051,69
97806,11
127894,5
154785,2
173702,1
245361,4
3531,9
3989,22
7112,11
7209,14
9315,40
12976,5
12977,4
13460,5
14297,5
3537,3
4419,4
121513,2
126096,2
3538,1
3542,7
4588,1
7385,2
22227,3
28113,3
28295,3
219698,1
219699,1
20559,8
3545,6
38519,41
60148,49
102589,10
190423,5
190425,5
283352,6
3945,17
4920,1
13322,12
13454,8
20082,2
37701,4
3552,9
25157,1
30582,3
54831,7
61219,1
81627,5
121806,1
220065,2
246158,2
273133,9
95080,3
216487,2
7650,20
59189,37
61545,18
103104,21
130302,26
192621,2
196556,9
220507,1
80073,3
194948,2
3564,5
64118,17
81837,1
194528,9
5265,3
8431,2
18188,21
31066,32
31799,21
41109,19
51326,23
62359,13
62825,30
80694,13
88878,20
97760,18
97761,29
98073,36
120146,10
136858,15
137462,5
138809,9
143555,2
159564,42
166813,9
170903,1
236889,3
238277,9
239889,2
261391,5
3574,15
3575,3
4496,154
4899,1
12126,10
15815,32
15958,34
20648,5
21509,3
36577,5
105697,3
114576,12
121117,138
307899,3
307900,4
12446,16
75183,2
3577,1
28435,4
9524,50
10544,43
10545,27
14412,1
16026,14
19194,1
21554,1
23047,2
26099,1
29020,5
32223,77
32262,21
32342,11
33644,1
33673,16
33839,114
35392,16
36469,23
38968,10
42602,4
42986,49
43222,30
49467,1
51095,3
52766,16
57016,35
57030,7
58760,21
64842,1
67384,11
68819,14
73066,34
79853,41
82197,3
82629,14
85509,10
91158,33
95302,3
101350,26
101821,28
101992,5
109215,3
109237,3
110970,24
112935,54
114376,6
115708,14
125683,11
126308,5
130800,22
133129,3
137795,3
137796,2
141830,17
141831,10
149280,31
153542,2
156847,26
172475,10
194943,6
194944,15
214587,7
217259,3
218797,4
224656,4
244733,3
244734,21
261642,9
266082,6
266083,7
266084,11
267970,16
277715,5
284043,8
305098,8
305692,4
307410,11
3581,1
166441,11
3582,4
3584,4
3585,11
3586,4
88838,3
88839,3
88840,3
4020,25
29960,39
44757,15
46927,14
282642,4
3587,2
3847,2
3589,1
5476,2
6755,28
8601,22
24870,70
31135,11
32874,10
68594,22
76299,24
78859,9
151225,14
177991,8
277322,6
3595,1
31527,11
12997,1
13830,157
15387,1
24091,22
3611,33
11519,14
12766,20
13494,33
19954,2
21305,17
23180,7
25228,19
26157,43
38833,8
40215,59
45279,8
46034,56
48150,5
58239,26
65468,6
87669,11
88106,24
92861,5
135947,4
135948,4
169637,12
175523,4
192459,4
192460,5
194146,25
200939,5
229368,4
3618,2
137363,2
143847,5
3619,12
3751,49
6992,3
21617,18
25250,26
29244,23
54020,33
64133,7
68302,11
71619,24
131051,5
77326,1
106573,2
106735,1
113722,13
138291,19
276083,3
27360,1
30154,2
40092,30
139025,1
241419,1
3622,5
3623,1
120450,12
197621,4
198061,4
198062,4
5168,3
8398,15
12627,1
22352,7
22353,4
25415,38
30944,18
30945,4
32921,4
35770,28
41169,1
44647,18
50408,1
54853,7
55516,1
69864,1
76759,19
148205,3
153434,16
261209,3
3636,2
278209,3
279655,3
5325,2
6114,4
24333,2
50883,10
52001,1
58277,15
62406,4
76009,3
76010,3
86492,15
107141,1
199392,15
3640,3
4907,1
8946,2
9045,8
4543,1
12196,2
12404,2
13921,2
42486,1
82828,1
107348,1
123521,1
130149,2
140771,1
147462,2
154903,20
157235,1
166750,1
197431,1
3651,7
3652,2
3660,2
30497,4
32783,3
77375,2
77376,2
156251,1
3664,2
6199,5
12031,4
3666,7
39149,53
152790,19
152883,6
192563,6
208086,5
213560,7
19743,2
232444,1
7635,30
21988,5
25562,13
3671,4
3681,12
22815,9
28844,2
28845,8
12803,11
14247,13
16250,6
17111,36
20056,33
25636,1
28547,19
28894,1
47975,8
59259,8
59260,12
60089,21
63588,81
68867,9
71166,37
77518,6
138475,5
138476,7
138477,10
160949,23
3675,10
10626,13
51561,20
72854,39
115227,12
186336,10
186337,10
186338,10
186339,10
186340,24
87655,2
94326,4
200343,2
6598,25
7583,29
7939,23
12347,7
14431,1
16272,5
16582,8
17653,25
22876,6
31898,4
4753,58
6447,22
13122,46
16220,9
20620,25
26482,5
27303,5
27304,5
29096,7
35213,99
38027,40
43752,53
108648,2
28242,32
3695,1
3708,4
251547,8
3709,10
13602,2
24194,25
31276,66
39393,3
39394,8
52441,3
68280,11
101117,8
104580,13
235589,6
7641,4
5436,18
5779,8
6742,10
6991,26
7143,9
7381,1
10531,16
11706,5
12673,67
13744,26
15332,54
17214,5
18210,2
20726,9
22438,11
33253,2
36779,2
42529,66
44306,57
65175,9
89758,57
97448,15
121147,18
125141,1
256109,7
256110,7
282490,7
282701,1
5559,2
5560,2
6059,18
7148,25
9075,31
10068,23
15186,24
15203,12
19588,11
19659,36
24042,3
24730,11
25143,28
28615,39
31468,13
31611,2
34785,7
40481,8
50890,9
55231,58
62062,5
78321,57
135235,2
135959,2
143556,2
203839,2
3723,2
12644,1
3727,2
9371,1
179886,14
5599,12
24082,2
24083,11
25031,3
6092,2
6730,19
13183,1
21987,3
27293,14
27645,25
33430,31
41350,39
44187,39
46582,17
59602,49
66044,84
74032,26
77950,16
90802,36
105525,11
110815,7
116312,45
118278,5
133414,39
168027,7
168028,9
197501,1
205792,10
209421,2
273724,9
3776,2
6473,36
7639,47
7693,8
11548,6
14068,1
14953,5
16396,3
20565,1
22869,38
23151,28
23874,1
26182,43
27747,9
30385,4
32380,3
40619,41
55628,41
61095,92
68648,70
78445,13
79942,6
79943,6
81941,6
118451,40
131753,27
142661,19
162042,16
162043,14
170187,14
170188,14
3737,10
7297,3
20558,23
48837,20
57246,1
70101,3
71892,4
91673,2
180945,12
200187,9
12201,4
12202,4
12203,4
3749,25
4781,93
16105,5
16106,3
16183,4
16208,31
46120,22
46375,13
49672,3
51459,67
55189,1
71106,5
80625,3
81712,2
82232,15
87331,10
94018,27
105363,4
105364,9
113760,1
119967,1
149056,8
164211,1
220255,14
58420,74
70242,13
70243,10
70244,3
91967,7
97839,76
107247,22
112319,19
114666,31
114667,14
114668,19
114669,13
114670,13
116175,27
116177,20
116178,18
116179,13
122228,24
129950,29
174748,21
190702,14
193049,12
212948,15
213029,15
233868,9
238256,17
238421,18
238481,7
238482,18
239415,4
260677,9
262170,15
263806,8
266895,6
266896,18
268678,10
272170,3
273239,4
291412,9
292416,5
292874,9
308463,5
3753,1
10110,3
3757,12
18285,76
84673,27
136819,4
144398,26
146759,2
154552,2
183480,10
183481,10
184130,11
208429,7
258984,5
6792,10
6793,5
6794,84
7070,5
7500,2
10817,32
11082,6
11134,14
11803,20
16190,3
16191,3
18849,14
20466,9
22309,2
22310,3
23345,65
24324,72
26802,26
26849,21
28389,10
38779,9
38818,25
89359,4
91266,11
99217,9
101556,10
126169,4
218406,19
222731,6
234387,3
234388,3
275402,10
4699,45
6980,84
10253,33
10687,12
15946,19
21438,20
21483,7
21562,20
22822,2
24005,5
25245,33
26170,29
26275,4
28410,2
29074,15
35175,5
38123,20
47196,6
56924,8
62056,23
70450,33
89769,15
117058,10
11118,76
31385,22
41124,51
41218,22
56674,2
57842,7
58316,36
63924,5
64600,3
81068,45
97197,29
126718,14
130880,15
145693,21
145695,24
145805,24
152872,10
167041,4
176690,14
178643,1
179845,1
189055,9
193990,9
193991,9
193992,9
205165,8
212165,8
212166,8
212167,8
235055,8
241774,3
242951,8
5734,9
6386,1
11586,2
11587,2
13795,1
18521,1
29015,4
29590,2
136736,1
166428,5
28376,1
55096,17
79351,15
135545,4
3786,1
17130,8
5024,1
3799,12
9189,14
20068,17
20607,34
25940,42
39478,36
63310,3
63516,6
96103,1
126474,1
3803,20
4070,12
12464,11
12465,2
23564,7
25609,5
39315,2
48132,3
51055,9
64670,1
82659,5
85071,1
144388,23
151986,10
180514,16
191198,5
241892,1
260281,3
297577,7
3806,26
6607,57
7755,4
9956,2
13889,51
21836,63
22068,44
28007,79
34330,70
36683,52
38750,33
48879,21
49892,10
57983,48
61583,26
65271,79
110709,27
122818,25
279731,3
11121,8
23632,2
25029,2
26831,2
35664,14
43359,17
75274,3
94070,15
102434,16
110736,37
140754,7
151876,2
153742,19
160540,2
177747,16
200221,2
278668,1
305467,2
4923,21
7504,19
8091,33
8359,40
11804,2
11805,2
14977,2
16549,75
16831,25
22893,19
23142,1
24913,12
25635,28
28856,55
30914,18
35335,52
35336,22
35731,34
38654,44
38766,63
40579,65
42999,63
46704,36
47446,32
49850,3
59599,18
59842,16
62521,20
66443,32
69483,39
69608,21
69977,12
85287,26
90174,20
92600,33
92704,31
93351,21
93718,32
94217,10
94226,40
94288,13
96048,31
102970,27
103908,33
107764,11
107766,19
108890,5
114571,12
129798,39
135253,37
135462,29
136233,44
141174,32
141442,28
151853,39
163271,49
171381,5
178372,5
208751,7
212384,5
214564,15
218993,33
250876,35
257502,3
279346,3
286226,24
286227,24
290016,26
291225,24
300313,5
301073,2
314123,6
56070,26
63622,58
111170,15
152922,22
172445,10
184960,6
199989,2
229435,2
3824,1
184259,18
3828,5
26939,2
26940,5
44871,25
45411,3
45412,3
3831,31
5000,1
9129,43
9184,1
11912,41
17437,2
17915,17
17992,2
37219,24
46500,62
57859,2
59628,3
59629,5
74600,1
81058,10
83050,1
89501,2
95093,20
106023,18
106759,45
106938,60
113813,20
113814,19
122017,15
3840,66
8281,6
18457,1
20317,1
21605,2
25253,4
25534,1
25669,2
25794,4
28600,21
28601,2
31851,19
36700,1
45607,2
48482,1
54278,18
56435,2
57263,2
60241,20
66376,5
67100,12
70442,6
70443,6
88310,4
88500,5
88501,10
107015,2
120224,4
121716,3
123162,7
149388,6
149513,5
149514,5
149515,8
181699,11
190308,21
193007,12
193873,21
197822,10
198541,2
202052,3
215677,5
216659,3
236121,3
236122,5
236123,21
239220,2
243558,5
243559,4
244127,4
256673,6
261195,3
264240,4
264241,4
266551,5
269962,3
283280,1
5073,1
7988,13
7989,14
8075,6
8366,17
16034,10
16035,28
18874,5
27373,47
51944,6
58789,22
76808,14
88915,3
98188,13
98953,8
113167,6
113168,39
115609,6
115610,9
119571,6
125749,2
144524,10
145684,10
145685,10
145686,10
149082,38
150513,3
154946,2
154970,11
183088,6
190051,6
205864,5
210858,16
219495,6
3843,16
4314,16
10692,35
12662,4
13267,60
14968,22
25066,3
38401,29
81361,3
105646,32
234719,11
44062,1
48255,18
50247,1
74514,9
122124,5
122125,5
122126,5
123399,5
131360,6
187912,8
228352,8
248886,3
293604,7
32956,6
33700,72
33701,3
4332,5
3863,2
3864,8
4233,2
3902,2
3903,2
4232,1
4863,1
5230,2
5231,5
11242,3
40047,91
65603,26
3871,1
3872,7
59974,47
68851,16
158628,4
159059,4
160929,4
302538,6
5620,15
65904,22
75819,2
90051,3
3875,19
4031,3
11168,1
13024,1
16099,14
26492,1
34199,1
44533,1
50803,1
58101,1
58102,1
60270,1
65929,1
65930,1
75841,2
75842,1
75843,2
86181,1
97387,2
106035,4
14047,3
3877,1
4009,4
3879,6
5483,1
9903,12
13045,1
21610,2
5905,1
22881,72
33316,29
42784,13
42871,52
47436,27
55371,25
68553,33
92530,67
185423,27
199930,17
224522,9
244375,3
246034,7
247152,13
254997,2
270593,3
281538,16
288765,3
3887,40
4025,4
4462,65
4777,82
5172,8
7165,23
7425,9
7761,35
10466,55
10665,9
13074,2
13075,1
14820,45
16282,10
16861,11
17665,33
21282,18
23058,1
23630,4
24204,5
26564,1
28971,60
29322,21
30024,2
30025,2
30310,15
33852,2
34321,3
34585,48
37382,25
38726,7
40341,44
42033,39
44667,9
46265,43
50722,7
50723,7
50724,7
50725,7
53146,2
53929,19
58363,32
66145,4
76053,5
76095,3
76365,10
82965,1
84692,40
86505,14
97332,23
97785,4
112839,13
112840,21
129161,36
134703,18
143784,32
146518,6
149881,10
151705,5
154468,15
158199,18
160059,6
162219,28
170919,19
198614,2
199473,13
200062,19
203299,24
206590,3
206591,7
206592,7
210241,2
212503,23
216566,3
231287,2
235065,14
243760,11
251164,14
258437,9
266717,5
275484,4
287395,12
289008,4
289009,1
290140,3
292393,8
307273,2
7379,2
23003,33
26769,7
26770,1
33446,2
65994,5
70622,4
86190,41
112921,17
113560,2
120219,16
129253,15
130068,16
130069,34
130070,13
137044,40
147386,7
164934,7
187188,9
250423,4
254685,12
283857,8
6807,9
73147,58
3892,6
35496,9
44856,1
65233,24
267632,1
9852,47
10478,1
17334,12
21864,56
26651,3
26652,5
27573,22
27574,15
27907,11
28638,3
34793,119
51397,69
76086,51
76324,38
79446,9
81911,35
82638,15
87461,61
92054,19
101314,44
103370,55
106786,10
109668,40
117657,75
128403,70
130052,5
130053,5
130054,5
150923,3
150924,3
156382,19
181157,5
185031,4
185032,5
185033,4
188217,26
189636,21
191862,27
193983,45
206018,22
214363,6
222719,17
232753,5
257716,22
257717,30
262065,17
267047,18
270645,18
283478,6
285122,19
288957,19
290019,20
294206,14
3906,5
3907,1
12459,10
58802,2
147887,2
8032,3
9570,10
11403,1
45992,77
287693,30
3909,3
3910,6
64601,1
7557,5
57810,3
4220,4
4234,3
9208,6
18882,3
20445,3
64552,2
225480,1
9793,8
20586,6
23626,30
12683,2
26276,2
59160,15
82582,1
84530,14
148435,17
293346,9
293347,9
293348,9
293349,9
293350,9
293351,9
293352,9
293353,9
301955,9
85596,1
28595,19
39433,2
42357,2
3935,9
5059,2
5688,2
9485,7
21170,15
24028,9
25147,1
58454,9
65023,26
77622,2
5914,4
3940,9
4423,1
4891,4
5067,1
6009,1
6895,3
9692,1
14913,2
15259,1
16433,1
24113,4
24114,10
26147,33
92904,63
96272,38
100845,29
104180,9
125797,30
141228,26
147129,15
163662,4
212051,1
3949,1
3950,4
5512,25
38901,13
232706,2
3955,22
17697,15
35289,12
57755,11
57756,11
59803,11
59805,11
59806,11
59807,11
59808,11
59809,11
59810,3
59865,3
59866,3
75345,11
108762,1
116699,2
116700,2
167964,8
189350,3
212473,3
212474,3
8938,9
29501,7
33219,48
40369,9
42344,6
58929,21
59338,10
62839,6
108601,5
132360,18
183683,2
5217,3
5218,3
6207,3
11156,3
14189,4
19087,3
20622,3
3960,1
24249,19
3964,1
4027,3
4937,1
6464,18
9540,2
9813,8
10771,3
11330,10
11851,26
26355,9
26356,8
26995,24
26996,7
27311,12
27312,8
27313,22
27314,3
44497,4
46215,4
46502,26
50341,4
60540,5
67778,18
69020,12
78723,4
78724,11
101726,13
6288,73
6998,6
7247,8
10160,71
11251,6
11647,5
11780,22
11790,39
13861,15
15420,20
18527,1
19610,47
19885,102
20093,34
21517,2
22150,14
23856,4
24297,32
24817,74
25002,3
26617,36
27363,19
35316,2
37430,10
40110,43
40194,50
45999,5
46181,10
49590,76
52414,5
52701,2
54098,6
59055,6
60075,1
60076,22
70365,14
78739,5
78740,21
86944,13
101742,2
109776,2
151032,2
151033,2
151034,1
151204,8
151205,4
155211,15
190172,4
204055,6
293736,12
3969,4
5434,1
6015,3
3970,8
7012,1
139097,14
196557,5
230852,5
230853,5
230854,5
3973,6
8693,11
14025,8
33357,2
24096,12
5283,2
6494,1
8602,1
51686,3
51687,3
51688,3
13065,22
17109,4
22670,7
29263,1
33764,7
49182,9
52452,8
52539,46
66013,93
68545,13
97515,20
114118,13
218920,22
259163,6
259164,6
7978,3
11181,3
11182,5
18931,2
18932,2
21873,16
23468,37
43335,14
51588,22
72713,16
81797,11
118915,11
158663,14
240400,6
240402,6
283119,4
3990,27
38485,4
38486,4
38487,7
38488,4
38762,1
44202,8
46366,17
49203,3
87765,1
89631,12
89632,5
89633,4
89740,1
89874,2
97889,22
102221,3
102545,1
102546,2
102547,4
114220,3
116236,2
136420,6
169895,1
191434,2
214785,1
235496,9
6741,12
7279,3
7352,7
8160,3
11261,6
11591,1
11960,62
12388,9
13207,1
13358,7
14061,4
15936,2
16353,2
20479,42
20929,6
21048,38
23315,15
23585,5
23648,2
24197,17
35199,23
40829,6
44512,27
46332,5
48525,122
48588,9
53098,2
56238,8
57678,48
60549,31
61431,17
61748,6
63378,2
69629,15
80373,37
82759,16
85950,11
89887,22
106535,5
109415,1
110457,10
113591,10
122369,8
123388,5
126553,15
129801,2
134632,4
141261,32
143639,3
144908,4
145058,2
149741,3
149742,3
158780,3
168395,2
168396,2
169915,2
176281,2
176450,6
178293,18
183573,10
214846,2
214847,5
225288,2
227683,2
232963,2
240450,2
252841,3
253151,5
277534,2
282165,9
284850,3
3993,3
4005,1
10697,1
94458,22
22005,12
56872,25
79335,11
84608,1
100863,3
108339,10
108340,9
113468,21
134999,3
147212,13
155392,7
155393,8
155736,7
186663,6
191505,1
213658,1
214890,1
298894,9
299105,1
4002,3
4109,1
83718,3
87316,2
4008,1
4030,22
248085,3
248086,4
299653,3
4013,5
4014,5
4053,4
243985,5
247911,8
272973,3
5614,2
25706,6
4654,1
4017,1
4018,16
14448,11
15806,11
19190,12
20901,29
28366,9
33668,5
36435,30
49818,1
54725,32
60042,22
74633,9
212827,6
237840,6
241190,1
243367,1
14441,43
14993,1
25826,26
31106,1
46081,37
50880,29
53701,4
71010,8
84024,3
86348,5
103481,1
108297,45
110481,3
119533,4
119534,22
122226,4
196858,2
201879,21
216358,4
221378,3
239542,1
270856,4
12520,7
24673,20
25637,2
27596,5
35857,7
60731,7
60732,4
61044,2
62447,2
69881,15
4934,2
5287,3
11208,7
11209,5
11941,5
11942,15
12314,5
17799,76
21005,23
24634,6
24635,45
26175,15
26716,26
27787,2
29977,12
31552,17
31765,12
31766,21
34226,19
34227,15
35877,12
36690,15
37415,14
13745,2
4036,13
8595,1
143468,7
158829,35
167266,46
168606,11
168607,4
175295,6
200365,35
207727,12
284173,3
296963,13
305127,12
4038,3
37253,42
44586,70
50877,13
25305,18
42099,3
42926,11
43799,13
48671,3
55291,7
62753,21
135188,5
135189,23
136684,5
136685,5
136710,3
136711,3
11569,24
20449,8
26559,60
29452,28
29579,4
31591,6
37298,92
38642,39
45198,53
53714,6
54661,14
60834,2
60835,65
65360,59
73102,4
78491,9
80093,14
109830,2
127015,27
176452,3
200173,9
224214,9
4049,36
16170,4
17004,48
20913,11
28926,97
47939,25
52456,54
76150,35
81357,103
102463,19
103561,6
107776,20
151887,5
157782,40
160295,2
173933,16
173934,8
177651,14
191152,32
193666,14
193667,3
205157,28
207121,7
207122,8
207123,7
216461,8
216462,12
216463,8
217625,16
218559,11
241836,11
242217,8
243141,13
243142,3
259099,11
261978,4
261979,4
4051,2
4052,15
82525,21
82549,20
82550,35
137301,15
248058,8
255426,7
277910,3
283028,10
302318,3
302319,9
309493,5
316098,5
16554,10
28906,1
63035,2
71306,3
111155,2
4055,2
18261,2
19638,8
4056,1
4057,6
4293,1
153917,2
159415,8
165928,4
165929,6
165930,4
5368,40
15705,2
17050,33
17424,4
24444,10
28110,2
29599,4
31634,13
35722,2
36131,6
51461,53
61766,22
64480,3
69688,23
82507,31
108608,11
108867,7
114161,3
120266,4
123065,15
128321,2
130970,1
146609,8
146610,16
155359,3
172222,14
188166,15
188167,14
199078,12
211201,4
213235,5
223490,2
223491,2
236518,4
240037,4
243439,4
252293,4
272155,3
281064,2
4061,7
4327,4
137176,3
167085,14
217814,3
257135,2
287533,2
4066,1
6748,5
24940,18
25845,8
42168,4
53377,9
79638,4
89728,8
117998,2
8735,6
9513,56
11399,11
11424,2
13581,8
13582,23
13583,3
22572,2
26894,3
28062,9
30579,5
30580,10
30581,69
32714,9
34861,8
36252,4
36267,6
39871,4
39872,8
42475,8
47441,9
74891,3
74892,8
194949,2
273895,3
22040,12
79651,18
82354,11
97632,9
97634,29
116755,6
130139,23
142202,16
184258,30
184296,3
199961,10
239265,9
252813,6
266091,12
4077,1
4222,2
11197,5
18393,4
16677,3
48536,4
103550,12
161041,2
195320,1
284355,2
4089,1
4214,3
4090,23
5766,1
8719,1
13983,6
16558,6
17740,1
17741,7
21563,54
25544,17
40070,5
54528,4
54529,6
54530,4
54627,11
70982,3
70983,3
81261,4
81262,68
105328,3
110290,1
119781,3
121025,3
26017,1
5393,1
11069,14
12756,8
17522,1
25748,27
32613,12
32635,28
48371,5
55560,4
55898,7
66863,2
71358,2
83637,9
85281,3
87433,5
107211,6
113099,29
124572,13
166863,5
193792,2
281900,1
4102,7
21826,6
77344,12
88804,7
102450,5
115159,4
115160,21
115161,4
4104,6
12129,1
65150,1
85139,16
160175,1
4108,3
16544,4
16545,13
34405,3
4851,2
4852,4
5144,11
11009,1
13832,6
13833,5
13834,7
13835,11
14846,18
18716,21
21577,4
28298,3
39695,4
41763,1
47852,2
49344,27
59717,4
62210,7
62214,50
129082,3
144852,3
175845,2
175846,2
185822,2
7372,108
13561,16
14538,14
28160,4
28279,65
29049,13
29661,2
29662,2
29880,29
30321,4
87366,66
89372,2
7864,16
9985,11
14652,27
37438,31
38256,6
74335,1
92218,16
101890,1
155415,1
160065,1
176200,2
193617,2
195547,2
203155,7
204020,1
222705,4
222706,4
228439,5
251011,3
251885,1
274721,2
275345,3
275346,4
278154,3
283977,4
307237,4
6304,11
10182,1
12194,12
18359,24
21567,3
22996,23
23924,2
27050,31
33312,44
36676,2
36677,13
37363,4
37711,61
40228,9
63311,8
68857,6
75106,4
121559,21
122453,4
127254,12
132575,15
133567,14
148905,21
206542,2
211393,7
214370,16
230581,11
236549,13
249141,13
257606,11
300127,13
316309,18
4121,12
7647,20
17483,23
27817,34
35312,7
63329,12
67636,7
119588,6
162819,2
164977,3
165522,2
166237,2
209183,5
4273,1
11062,1
19969,2
21929,5
30030,74
78057,22
95824,23
106034,3
122336,10
127212,3
149791,8
4124,15
18870,31
18936,21
32254,48
47410,23
58012,60
71246,26
73117,6
116341,28
138351,8
147060,14
222408,17
4125,33
5152,24
6390,32
30062,52
32221,105
35144,19
47407,2
48051,8
78557,22
79118,44
85395,5
93355,3
98018,2
98019,2
112948,42
119157,6
155742,1
163084,10
166696,11
168372,3
172263,24
215618,10
241880,12
253949,2
264319,4
268286,5
269002,3
274858,3
274859,3
297502,3
302327,2
4126,1
66128,2
4127,4
4128,5
4292,2
19009,33
59888,44
11817,1
16055,1
10412,16
18418,2
105744,2
14202,18
157879,2
159970,2
191070,5
199652,7
4134,2
4135,45
7440,28
5764,20
10684,8
14705,9
16577,41
20291,17
20662,3
20663,3
20681,17
24998,2
24999,75
30183,14
31881,4
41860,28
42141,17
42997,2
43661,9
47390,17
55239,5
58821,2
61564,5
76536,28
81351,11
81353,3
82385,3
83649,3
85557,13
106412,8
106413,9
108704,4
110203,5
110204,11
113796,29
124940,13
128539,29
128540,14
143878,3
151738,10
177546,3
180959,6
218043,4
256976,12
257118,9
257119,7
4137,1
4138,2
106635,6
36741,2
90984,5
94386,2
171768,9
203181,8
223086,13
242877,8
242878,7
247518,9
249312,7
4141,1
12165,6
26471,18
30035,37
48308,17
62797,4
62798,4
92973,23
92974,4
93009,4
97258,16
104478,3
104479,9
122531,13
122904,11
137362,10
140071,10
140072,3
172555,4
172556,4
182906,13
194261,4
205546,4
221275,3
230044,5
230104,5
247960,7
247961,7
257141,4
272966,7
29979,53
39031,2
53646,13
157096,1
4148,19
7220,11
8460,13
16834,4
32597,2
70448,3
83370,3
91264,6
91600,3
94340,6
110518,5
140255,2
151680,18
153925,3
154784,7
211196,3
225960,6
6569,14
10242,9
14967,12
25329,11
25330,5
25502,12
29235,22
32941,60
39326,10
42314,25
42461,14
53349,11
54973,9
62912,5
66196,4
80384,14
82547,37
106597,3
106692,37
118896,5
118897,5
122882,41
122883,2
124938,17
145996,25
153624,4
156128,4
156536,4
175699,9
175747,2
221674,6
221769,5
230137,15
230138,4
6367,5
7938,2
8843,37
10542,14
11014,3
12804,49
13875,4
14443,8
19713,4
20005,2
26465,14
26466,20
26467,5
28934,5
4151,2
20323,4
21075,2
4157,1
7481,1
8576,10
4161,8
4797,7
11931,33
113330,3
113331,3
113332,3
123267,1
176592,14
222421,6
4979,54
6162,66
6892,3
6905,5
7418,25
8451,40
11761,103
12251,10
13732,18
14315,7
16535,11
18088,2
19478,31
29435,1
34511,4
38822,4
39657,1
42404,4
52508,21
58180,9
61164,30
105337,4
106569,4
108112,2
116851,1
118030,14
129465,6
141639,2
4170,2
4171,1
4172,2
9468,5
82799,1
4173,4
5909,15
7644,4
37851,27
4175,43
9089,18
9860,10
11559,22
13825,15
14607,25
24682,31
25135,35
30961,2
32211,19
38502,7
38503,3
38504,3
55616,1
58859,10
58860,3
60146,1
65748,2
83282,3
86316,14
91889,10
99391,1
118875,14
133345,27
135477,10
136428,21
138488,2
139268,7
157880,15
164005,28
195541,1
198790,1
202229,2
233939,7
233940,7
245381,3
245382,4
245457,5
254075,12
254730,7
4182,1
5634,2
5757,6
9178,19
16189,2
19660,67
24606,1
29793,1
34007,1
37908,1
40909,4
42458,7
42459,4
42460,22
45486,9
61053,1
82892,1
87349,1
92390,1
93442,4
120581,4
129196,2
185824,6
202884,1
217660,2
57264,12
182126,16
217133,6
221382,6
221383,6
223042,6
265814,19
265819,19
4188,1
4191,32
4192,15
7437,61
19678,23
19679,4
20219,3
20220,29
20287,6
25262,9
25386,3
26161,6
26290,49
28011,27
55774,3
55775,3
72668,9
85513,10
93678,21
93679,16
93960,4
107604,11
107605,3
120392,4
123041,13
123817,4
123818,3
126481,5
145005,23
154261,1
157509,3
157510,16
197876,4
5514,2
14199,20
14200,4
14201,4
22612,3
22613,2
32615,3
33711,3
33712,20
33794,27
48897,5
178261,7
33457,1
56507,10
111087,7
4702,1
14637,15
20710,13
23658,10
23659,6
23660,57
273199,4
4198,47
6189,1
6205,1
6346,7
10911,12
15003,6
26823,46
35658,7
36030,3
36031,13
44448,23
49501,1
51691,2
51692,2
56062,4
56063,5
56064,5
61691,6
62000,2
65366,18
75947,23
83971,20
87380,8
102303,14
117147,14
117148,3
120193,3
124402,1
146328,5
146329,6
160721,4
169519,5
190023,4
191013,6
221595,4
229218,6
250660,3
254907,4
256759,4
268392,4
283067,2
287006,2
296311,6
297545,3
4201,8
6159,6
11115,1
62458,36
88506,6
195675,13
4205,2
6368,12
6856,2
14976,29
25074,17
35048,1
50178,17
50345,16
53976,6
73576,17
83822,24
96925,9
124816,6
139169,3
139802,17
154932,9
155429,2
161129,8
191355,5
241842,6
241843,4
241844,3
4208,25
4312,1
4928,4
4929,4
4930,4
5469,4
23809,2
23810,2
27898,3
27899,3
27900,3
37723,13
37724,38
47921,6
56255,1
69646,1
82684,5
85200,2
86226,2
86227,2
90969,1
135036,1
282474,1
9303,3
11968,3
12583,5
19877,30
38388,4
38389,7
7980,9
7981,2
63731,1
6686,1
30781,2
4225,1
22419,11
4226,20
5998,4
9215,1
9594,2
9621,4
15158,7
17855,23
26509,1
45686,57
71213,44
84954,32
115582,19
116555,131
